transcript_id,A07_w501fBr_a,A08_w501fBr_b,A09_w501fBr_c,B07_FA03fBr_a,B08_FA03fBr_b,B09_FA03fBr_c,D07_w501mBr_a,D08_w501mBr_b,D09_w501mBr_c,E08_FA03mBr_b,E09_FA03mBr_c
FBtr0355873,30,18,9,3,15,4,27,17,0,20,22
FBtr0355872,7132,2502,7444,20875,2752,2061,2351,1868,2108,2621,1842
FBtr0355871,4121,4118,3484,2711,3524,3167,4184,3320,4957,3905,3419
FBtr0355870,412,326,479,498,303,260,251,386,422,226,156
FBtr0359143,0,39,0,0,0,0,0,24,20,3,3
FBtr0359142,332,501,156,160,204,360,413,206,511,288,203
FBtr0359141,664,228,602,273,576,213,648,660,428,212,261
FBtr0359140,233,193,277,193,160,165,298,230,315,140,246
FBtr0359147,5,5,5,5,5,374,5,6,5,5,5
FBtr0359146,0,0,0,0,0,0,4,0,0,0,0
FBtr0355879,106,43,31,104,70,75,119,91,101,49,97
FBtr0359144,71185,68753,49720,41449,66364,56696,79999,61284,77328,51668,47631
FBtr0353329,48584,49142,44861,54650,65438,43872,90024,61117,83235,58900,63221
FBtr0353328,2,6,4,0,0,0,12,0,0,0,0
FBtr0353321,0,126,280,104,0,159,138,138,362,209,381
FBtr0353320,0,0,0,24,0,0,0,0,0,0,0
FBtr0353323,16981,19616,17591,17549,18237,19210,21247,17904,22385,17388,17829
FBtr0353322,107,59,103,145,134,59,205,143,141,170,55
FBtr0353325,0,218,100,214,0,0,0,218,0,0,0
FBtr0353324,2375,2112,1763,1325,2332,2008,2021,2349,2028,2120,1131
FBtr0353327,20727,20347,18470,18175,18332,14881,28938,20778,27060,15127,15688
FBtr0353326,4369,3685,2477,5061,4295,7644,6526,4672,5256,5260,5518
FBtr0359009,3000,4748,3312,3278,3365,2915,5141,3986,5721,3185,3345
FBtr0359004,0,0,0,0,918,0,0,0,287,0,0
FBtr0223819,0,0,0,8,3,3,7,1,0,0,5
FBtr0219323,3,0,14,0,11,0,0,0,5,0,5
FBtr0223813,13463,12264,9345,9300,9681,10816,17647,10445,11473,8975,9064
FBtr0223810,229,303,224,704,297,744,430,331,501,330,344
FBtr0223817,4,4,9,14,14,0,13,7,0,16,4
FBtr0223816,0,4,4,14,6,8,11,3,11,2,11
FBtr0359003,0,0,0,0,0,50,0,83,0,0,0
FBtr0359000,189,285,272,151,236,242,328,80,389,51,154
FBgn0268662,89,88,67,28,39,42,108,93,152,104,62
FBtr0216728,20,4,0,0,0,0,0,0,0,0,0
FBtr0216721,244,213,193,234,197,152,588,380,507,339,352
FBtr0216722,200,227,75,158,166,186,290,722,412,151,237
FBtr0216725,4543,4487,3730,4009,4238,3397,5623,4305,5116,3497,3667
FBtr0216727,69,93,57,49,58,37,169,143,179,102,119
FBtr0217454,28,36,38,39,41,46,36,20,43,30,45
FBtr0217455,278,138,130,74,160,124,360,144,167,248,197
FBtr0352058,10293,10175,10351,8950,9024,9978,13965,12058,12273,9093,7182
FBtr0348584,0,0,0,0,0,0,0,0,0,0,0
FBtr0348587,1192,1822,1246,448,540,370,1864,1056,1315,413,358
FBtr0348586,0,0,0,0,0,0,0,0,0,0,0
FBtr0348581,3287,4052,3983,3674,4169,3484,4115,3362,4445,2936,2705
FBtr0348580,6,46,13,8,23,11,6,7,11,15,12
FBtr0348583,137,539,693,773,470,0,364,395,565,0,464
FBtr0348582,3331,3201,2974,2423,2747,2324,5793,3902,5515,2816,2731
FBtr0352050,4,0,0,0,0,0,0,0,0,0,0
FBtr0352051,60782,70666,60246,64141,65787,78373,71649,62846,61662,59614,49036
FBtr0352052,0,0,0,0,5,0,0,0,0,0,0
FBtr0352053,0,0,0,0,0,0,0,0,0,0,0
FBtr0352054,12616,14209,12102,13146,14438,9939,15608,12544,16881,12179,12388
FBtr0348588,79,108,46,86,87,87,105,51,92,65,71
FBtr0352056,1049,720,1023,501,249,527,1037,840,757,249,336
FBtr0352057,49,0,99,0,40,44,130,0,108,181,194
FBtr0354362,464,525,375,340,273,349,321,307,361,214,385
FBtr0349982,21305,20553,20388,21831,22871,17468,34145,24476,32652,21834,22080
FBtr0349983,1,745,830,7,744,3,1091,809,864,2,840
FBtr0349980,0,0,0,0,0,0,0,0,0,0,0
FBtr0349981,507,626,422,734,691,451,770,584,587,636,689
FBtr0349986,1435,601,1073,1548,1352,1707,1340,809,1362,1246,1696
FBtr0349987,50,21,3,0,0,0,16,0,35,0,0
FBtr0349984,4776,4747,4234,4656,4487,6665,6262,5297,5705,4872,4566
FBtr0349985,8,16,5,0,0,13,11,12,15,0,4
FBtr0349988,359,194,231,356,218,359,250,221,91,202,306
FBtr0349989,0,0,0,0,0,0,0,0,0,0,0
FBtr0354875,0,0,0,0,0,0,0,39,0,0,0
FBtr0354876,836,940,766,0,706,0,1275,643,1178,0,0
FBtr0349674,0,0,0,5,0,0,4,0,5,0,0
FBtr0349675,41511,41492,36908,38774,41691,33534,59949,43941,57948,40721,41568
FBtr0349676,3218,3157,2781,2715,2763,2311,4013,3020,4328,2708,2752
FBtr0349677,16083,3448,22374,4953,18978,4319,12174,18177,7075,9582,4449
FBtr0349670,504,695,377,548,539,503,688,537,466,542,481
FBtr0349671,3939,4650,4424,3217,3132,2865,4644,4015,5131,2830,2939
FBtr0349672,5462,7041,6415,4376,3472,3513,5484,6973,8217,4471,5501
FBtr0349673,1366,1293,986,1185,1570,1304,1360,1222,1416,1076,1006
FBtr0349678,3353,3413,3291,2737,2866,2282,4179,2996,4292,2608,2333
FBtr0349679,17783,14575,14057,17230,17399,13343,26040,17861,23641,15785,17889
FBtr0330469,1,1,1,2,1,1,4,2,1,3,2
FBtr0330468,0,0,0,0,0,0,0,0,0,0,0
FBtr0330461,5,2,0,0,2,3,0,0,2,0,0
FBtr0330460,0,0,0,1,1,1,0,1,0,1,1
FBtr0330463,0,0,3,7,0,2,0,0,1,3,0
FBtr0330462,1,1,0,0,1,1,0,0,1,0,0
FBtr0330465,0,0,1,1,0,1,0,0,1,1,0
FBtr0330464,0,0,1,1,0,1,0,0,1,1,0
FBtr0330467,0,0,0,0,0,0,0,0,0,0,0
FBtr0330466,1,0,1,1,1,0,1,0,1,1,1
FBtr0347607,102,1,150,1,263,549,174,153,1,162,0
FBtr0347609,1040,949,0,0,686,775,1263,1470,1067,766,504
FBtr0347608,2929,2957,2802,2424,2357,2049,4052,3178,4092,2314,2058
FBgn0188570,459,18555,365,387,385,17341,452,17038,18297,16102,12550
FBtr0348202,285,0,155,0,0,0,375,0,0,0,0
FBtr0348203,1,0,0,198,185,0,159,0,1,245,156
FBtr0348200,1882,2001,1608,2134,2242,1772,2518,2144,2681,2211,2051
FBtr0348201,233,236,159,273,322,334,285,246,153,364,253
FBtr0348206,134,186,165,274,179,312,368,277,324,257,269
FBtr0348207,11476,14663,12160,11768,13024,18222,17297,13366,14437,13864,12955
FBtr0348204,17595,22536,18208,17076,16553,24850,24130,19394,19956,19261,18727
FBtr0348205,348,348,194,113,125,116,632,297,428,136,127
FBtr0348208,20,5,4,7,11,13,4,9,0,4,7
FBtr0348209,0,0,0,0,0,0,0,0,0,0,0
FBtr0354241,11,10,10,16,10,316,14,12,15,230,12
FBtr0362945,0,0,0,0,0,6121,0,4970,0,5188,3167
FBtr0362944,360,403,114,216,207,240,222,287,454,236,217
FBtr0362947,0,0,0,62,115,0,0,0,93,0,0
FBtr0362946,0,0,0,0,0,0,0,0,0,0,0
FBtr0362941,4,56,34,34,43,43,42,47,18,48,31
FBtr0362940,1233,888,629,809,904,741,1948,1507,1634,1680,1643
FBtr0362943,220,0,104,0,132,0,0,0,143,93,0
FBtr0362942,10035,8790,7965,9861,10495,10471,11253,8345,10708,11233,9786
FBtr0362949,469,793,495,235,64,90,476,195,289,130,133
FBtr0362948,284,407,350,21,45,399,455,461,109,61,84
FBtr0364398,0,32,26,30,42,0,69,48,57,56,51
FBtr0364399,11320,12283,11856,9541,10976,9862,15989,10871,14083,7884,8351
FBtr0364392,95,176,188,303,124,93,112,151,156,122,116
FBtr0364393,0,29,0,0,0,0,0,13,58,0,0
FBtr0364390,608,566,521,449,474,289,534,587,684,474,397
FBtr0364391,218,72,51,64,0,228,114,99,144,215,130
FBtr0364396,2919,3645,3777,2845,2865,3009,4157,3940,3948,3828,2590
FBtr0364397,2341,2770,2536,2680,2938,2858,3022,2794,3316,2601,2228
FBtr0364394,27440,28577,28042,26953,29667,29699,28303,26963,31998,25590,25531
FBtr0364395,0,0,0,0,0,0,2,0,0,0,0
FBtr0365449,676,458,436,868,847,891,740,487,663,636,882
FBtr0365448,445,894,1342,580,447,800,645,871,1186,663,487
FBtr0362499,0,0,0,0,0,0,0,0,0,0,0
FBtr0211299,18146,21693,20006,18894,21614,24705,27950,23213,26007,23752,23572
FBtr0362497,121,133,115,234,214,225,157,113,177,278,150
FBtr0365440,5496,6007,5776,4319,5189,4955,6849,5813,7370,4348,4454
FBtr0362495,0,0,0,0,0,0,0,0,0,0,0
FBtr0362494,17863,18610,17382,15070,16634,19212,22336,18351,22726,16362,17025
FBtr0362493,254,285,239,167,182,181,333,248,319,173,198
FBtr0362492,4806,5139,5603,3486,3641,3634,6804,5578,7664,3455,4493
FBtr0365447,1634,1172,971,1071,1287,1331,1616,1464,1354,895,968
FBtr0362490,1357,258,268,75,36,30,215,123,156,39,220
FBtr0215934,64,71,74,62,57,47,211,167,140,155,112
FBtr0348918,0,0,0,0,0,407,0,0,785,4,0
FBtr0348919,782,915,1023,1375,1794,937,1105,683,1130,768,1035
FBtr0363728,0,0,0,0,0,0,0,0,0,0,0
FBtr0363729,98,16,81,2,40,41,71,32,137,103,65
FBtr0363726,4,0,0,0,0,0,0,0,0,0,0
FBtr0363727,16,7,0,0,0,4,32,4,0,0,23
FBtr0363724,85,87,85,0,174,0,74,67,91,233,54
FBtr0363725,114943,145452,126882,116415,137492,151774,147131,126291,143839,129673,114679
FBtr0363722,252,247,144,2,1,481,212,219,3,1,2
FBtr0363723,0,0,0,0,0,0,0,0,0,0,0
FBtr0363720,4266,5600,5158,5105,6085,6005,7524,5355,8076,4870,5330
FBtr0363721,284,273,251,319,330,317,350,243,282,260,271
FBtr0361373,43,109,54,435,562,385,132,51,90,336,294
FBtr0361372,0,846,365,1170,0,0,709,0,0,0,0
FBtr0361371,0,0,0,0,0,0,0,0,0,0,0
FBtr0361370,32,58,202,2,1,0,173,109,28,1,0
FBtr0361377,17628,19726,17230,21207,22577,25729,23337,19544,22425,21361,18194
FBtr0361376,3,130,405,352,510,1140,373,221,109,181,124
FBtr0361375,17,28,8,25,59,18,37,25,23,28,28
FBtr0361374,0,0,0,0,0,548,0,46,0,0,0
FBtr0361379,2218,2248,2233,1802,2353,3014,3087,2085,2951,2073,2066
FBtr0361378,133,153,131,148,152,174,139,131,137,165,171
FBtr0212923,0,0,3,26,20,19,8,4,10,21,17
FBtr0354408,142,123,141,225,249,290,182,148,148,157,168
FBtr0212924,1912,2085,1717,2305,2514,1973,3430,2124,3206,2435,2461
FBtr0214439,4566,4964,4065,2787,2907,2281,6739,4991,6444,2930,2811
FBtr0214438,128,209,592,19,19,68,798,27,1068,145,469
FBtr0214437,3687,3776,3354,3014,3068,2791,5065,3545,4765,2941,2737
FBtr0214436,313,471,233,79,619,225,272,647,751,0,355
FBgn0268306,5,7,10,1,2,2,19,6,7,2,7
FBtr0212929,2074,2394,1899,2318,2437,2158,3358,2416,3128,2092,2383
FBtr0214431,4586,4827,4095,4637,5025,4175,6961,5208,6731,4986,5300
FBtr0214430,0,0,0,0,0,0,0,0,0,0,0
FBtr0219607,2041,2264,1876,1682,1835,1565,2750,1876,2600,1596,1768
FBtr0219606,2223,2212,1898,2478,2524,2365,3008,2030,2656,2140,2217
FBtr0219604,36,49,14,22,49,28,24,31,20,8,15
FBtr0219603,9,24,24,15,15,13,30,13,25,38,44
FBtr0219602,359,362,244,1746,1692,1473,485,355,402,1758,1364
FBtr0219601,375,399,543,629,677,637,465,366,736,1043,505
FBtr0214381,21644,24468,20165,19777,19783,27415,23455,21763,22536,19893,16722
FBtr0214380,485,406,356,133,174,129,596,419,634,149,168
FBtr0214383,2877,2854,2580,2694,2904,2390,3664,3049,3843,2714,2933
FBtr0214384,141,114,141,146,166,113,166,101,180,135,117
FBtr0214386,456,614,501,629,489,534,822,564,728,497,493
FBtr0214389,1518,1707,1514,1445,1497,1470,1967,1518,2022,1527,1576
FBtr0358975,0,0,0,0,0,0,0,0,0,0,0
FBtr0296049,3,7,8,8,2,6,1,2,5,0,3
FBtr0351583,4541,5752,5355,5346,7118,6066,7002,5715,7305,6486,6508
FBtr0351582,51,86,90,20,0,0,18,5,5,0,8
FBtr0351581,136,152,189,192,239,272,239,146,127,224,299
FBtr0351580,43474,40053,38915,45126,50550,40962,78319,52913,71502,51968,54719
FBtr0351587,46,23,18,492,381,408,21,36,27,455,516
FBtr0351586,0,5,0,0,0,0,0,4,0,0,0
FBtr0351585,59499,76274,65762,62657,70969,85716,73060,67417,69711,67875,55009
FBtr0351584,0,0,0,0,0,0,0,0,0,0,0
FBtr0351589,2302,2486,2174,1737,1572,1395,2729,2310,2907,1496,1477
FBtr0351588,84,79,91,60,127,113,66,56,70,96,38
FBtr0362134,14,22,14,48,50,84,30,20,29,96,65
FBtr0362135,0,60,0,0,113,0,0,0,64,190,1
FBtr0362136,11599,13146,12498,9024,10169,7928,13988,12186,14487,7101,8375
FBtr0362137,0,0,0,62,0,0,0,0,0,0,41
FBtr0362130,5263,5348,5325,6406,6920,5537,7601,5494,7119,6137,6231
FBtr0362131,0,0,0,0,0,0,0,0,0,0,0
FBtr0362132,12,33,0,4,22,0,23,0,17,0,0
FBtr0362133,0,0,0,385,27,40,182,8,402,239,198
FBtr0362138,7190,9422,6956,7989,8213,8545,9341,7340,9163,6000,7513
FBtr0362139,0,0,0,24,0,8,9,0,0,0,0
FBtr0360408,0,63,0,302,0,55,49,88,81,169,84
FBtr0360409,3724,3183,3956,5755,2916,5519,4267,3853,2509,4943,3764
FBtr0360406,9,10,18,24,17,20,31,15,32,22,34
FBtr0360407,8,19,32,34,16,15,56,16,39,32,43
FBtr0360404,0,0,0,5,5,16,0,0,0,11,8
FBtr0360405,15156,15468,13084,13023,15031,16091,16697,14245,14023,13968,10729
FBtr0360402,2843,3210,3053,2534,3161,2582,3387,3336,3277,1927,1850
FBtr0360403,107,100,88,76,75,58,138,88,103,60,54
FBtr0360400,1008,1049,828,529,333,471,2823,2479,2794,1386,911
FBtr0360401,53,0,372,1767,788,0,0,0,0,1573,0
FBtr0350188,881,890,692,1052,1089,945,1127,1077,1484,953,1116
FBtr0350189,279,94,306,296,150,231,177,283,296,230,143
FBgn0195597,20,0,3,5,7,0,0,4,5,4,0
FBtr0350180,0,0,0,0,0,0,0,0,0,0,0
FBtr0350181,286,174,272,353,284,394,242,284,415,620,532
FBtr0350182,7691,7353,7261,6729,6313,5692,8098,6758,7713,4048,3379
FBtr0350183,155,16,1,122,202,77,168,194,105,205,71
FBtr0350184,0,0,0,0,0,0,0,0,0,0,0
FBtr0350185,0,0,0,0,0,0,0,0,0,0,0
FBtr0350186,0,0,0,0,0,0,0,0,0,0,0
FBtr0350187,0,0,0,0,0,0,0,0,0,0,0
FBtr0358786,8,7,0,5,24,15,28,23,41,12,4
FBtr0358787,1,30,6,4,20,65,151,12,4,28,8
FBtr0358784,456,557,374,601,457,1027,603,412,452,853,617
FBtr0358785,88,66,597,1249,1233,1526,279,963,853,2287,61
FBtr0358782,0,0,0,0,0,0,0,1,0,0,0
FBtr0358783,25241,28198,26322,29528,31242,32321,37640,28840,37291,30379,31329
FBtr0358780,12743,15143,13656,19102,19899,19300,16854,12937,19056,20033,20007
FBtr0358781,468,411,435,1382,1485,2026,694,570,629,2213,1429
FBtr0358788,4962,1661,2612,3590,3654,5504,2066,3126,1554,2846,3055
FBtr0358789,662,1022,1761,1199,1383,2435,1638,2130,2212,1084,1227
FBtr0350232,246,637,184,129,397,308,422,159,207,781,133
FBtr0350233,989,1095,923,898,627,890,1161,1043,1076,949,771
FBtr0350230,625,783,617,756,1046,809,844,869,1130,962,781
FBtr0350231,0,0,0,0,0,0,0,0,0,0,0
FBtr0225288,5353,3931,3617,2260,3018,4242,5971,4957,4963,4292,4106
FBtr0225289,1931,1935,1623,1821,2012,1801,2121,1921,2395,1823,1998
FBtr0350234,10016,11911,10542,8357,8639,9131,12204,9330,12776,4009,7937
FBtr0350235,56,58,0,54,213,241,0,0,492,916,188
FBtr0225285,2469,2621,2231,2889,3164,2582,3729,2798,4361,2920,2781
FBtr0350238,25,119,158,52,27,47,55,114,33,44,80
FBtr0225287,5935,5789,5841,7859,10351,9678,11175,5765,7861,9991,8967
FBtr0225280,0,0,0,0,0,0,4,4,4,0,0
FBtr0225281,40,399,41,289,7,289,10,48,51,9,10
FBtr0225282,7771,7615,7045,6887,8060,6281,11648,8001,10080,7419,7903
FBtr0359789,30711,35288,30588,23353,25336,25713,38342,32166,41547,24132,25389
FBtr0359788,11021,12261,10719,9518,10838,11690,13444,12529,13241,10787,9945
FBtr0363269,4380,4316,3361,4325,3716,3175,5170,3313,5075,3494,3548
FBtr0363268,253,134,227,201,0,105,113,134,158,0,127
FBtr0359781,736,749,878,801,612,724,1102,862,1108,783,579
FBtr0359780,1259,926,721,544,0,5,1239,807,59,926,596
FBtr0359783,294,335,157,0,29,0,363,107,256,0,0
FBtr0363260,194,30,61,71,33,255,77,110,20,197,86
FBtr0359785,67,0,0,0,1,76,0,0,0,0,0
FBtr0363266,4921,5659,3901,5830,6206,6719,8223,5053,7331,6749,5672
FBtr0359787,30,52,79,148,140,122,70,80,84,132,151
FBtr0363264,19674,20354,17187,10846,12011,14726,23994,19208,20645,13068,10241
FBtr0353529,2637,10111,6860,3797,1175,466,7281,2503,2346,5480,6001
FBtr0353528,0,0,0,0,0,0,0,0,0,0,0
FBtr0353527,660,815,807,563,531,632,991,658,576,653,505
FBtr0353526,82,0,0,0,0,0,0,90,110,0,78
FBtr0353525,155,88,99,101,34,75,219,129,267,199,222
FBtr0353524,3165,5674,4114,4359,4882,3699,7460,3709,6833,4749,7157
FBtr0353523,272,293,354,286,394,246,429,301,381,3702,3055
FBtr0353522,0,0,0,0,0,0,0,0,0,0,0
FBtr0353521,233,1118,1705,1274,1172,698,457,220,697,944,893
FBtr0353520,0,0,0,0,0,1,0,0,0,0,0
FBtr0357639,0,0,0,0,0,0,0,0,0,0,0
FBtr0357638,48,46,43,48,58,53,46,47,45,51,42
FBtr0357637,14746,17220,14618,13967,14665,16629,15613,15457,18343,13490,11667
FBtr0357636,177,0,0,12,0,6,0,9,0,244,0
FBtr0357635,0,0,0,0,0,0,0,0,0,0,0
FBtr0357634,0,0,0,0,0,0,0,0,0,0,0
FBtr0357633,815,1174,1055,1034,1147,1247,1143,909,1092,1069,1006
FBtr0357632,0,0,0,0,0,4,0,0,0,0,0
FBtr0357631,0,0,0,0,0,0,0,0,0,0,0
FBtr0357630,0,0,0,0,0,0,0,0,0,0,0
FBtr0211260,2,0,0,10,4,2,15,8,0,0,4
FBtr0211267,0,0,0,0,0,0,0,0,0,2,1
FBtr0211268,0,0,0,0,0,0,0,0,0,0,0
FBgn0196069,49185,50056,46973,45258,46133,46895,52589,42183,50394,29532,29903
FBtr0224889,285,12,58,4,4,113,58,60,6,8,6
FBtr0224888,1043,831,835,772,890,865,876,477,1059,826,591
FBtr0224880,2111,1852,1550,1817,1741,1638,2544,1876,2668,1780,1334
FBtr0224884,24781,23571,23354,27646,26045,20468,41442,31765,37367,25409,26606
FBtr0224887,8129,7777,6841,7525,8259,6773,9215,7187,9391,7748,7287
FBtr0224886,22721,22472,19828,17808,20531,16571,26792,23418,28843,20574,19375
FBtr0357181,973,1414,1534,1777,1766,1590,1750,1159,1810,1304,1285
FBtr0221968,4,5,0,8,7,9,11,0,11,4,0
FBtr0357183,6021,6444,5513,5831,6295,5093,8394,6515,8107,4974,5359
FBtr0357182,0,0,0,0,0,0,0,0,0,0,0
FBtr0357185,38,44,35,34,34,56,71,32,42,77,51
FBtr0357184,96,39,40,49,6,0,90,78,90,28,48
FBtr0357187,1745,1726,1431,1770,1921,1458,2834,2081,2382,1873,1689
FBtr0357186,0,0,26,0,0,0,0,31,0,0,0
FBtr0357189,1413,1681,1268,2283,2230,2026,1975,1709,2254,3007,2399
FBtr0357188,3629,3650,2808,3599,3668,2562,5845,3280,5032,2764,2787
FBtr0225422,300,304,244,252,244,201,353,252,310,251,247
FBtr0221962,1690,1567,1357,1408,1787,1253,2143,1687,2102,1578,1290
FBtr0221964,19,16,16,45,15,20,7,16,5,7,25
FBtr0221967,4436,4718,3842,3934,3896,3290,6338,4769,6472,3786,4036
FBtr0221966,82,62,48,51,45,51,135,120,96,40,55
FBtr0216129,4,6,11,0,0,0,7,0,4,0,0
FBtr0216127,2695,2875,2453,3276,3120,2837,4014,3100,4216,2725,2870
FBtr0216126,67,49,48,233,274,147,53,67,73,85,101
FBtr0216125,1979,2074,1968,2452,2937,2202,2671,2279,2723,2037,2123
FBtr0217298,2903,1159,2379,2611,2005,2561,2759,3054,2634,1267,277
FBtr0352698,17,38,29,63,54,71,67,39,68,63,31
FBtr0352699,0,0,0,0,0,0,0,0,0,186,0
FBtr0352696,0,0,12,12,4,4,16,8,10,5,0
FBtr0352697,177,137,0,50,0,87,161,0,68,0,97
FBtr0352694,89,104,55,1,1,1,119,80,79,5,1
FBtr0352695,573,549,414,507,524,481,453,560,845,677,376
FBtr0352692,2,0,5,0,0,0,6,7,7,0,14
FBtr0352693,8,16,8,0,23,9,0,0,12,12,4
FBtr0352690,18,28,25,113,45,2,30,2,53,1,19
FBtr0352691,128,70,64,50,123,66,61,96,37,79,37
FBtr0356588,410,433,331,472,531,603,545,431,449,370,339
FBtr0356589,261,381,237,40,0,53,481,336,531,39,37
FBtr0356586,974,1198,969,1290,2142,1242,3062,2137,3343,2341,1516
FBtr0356587,2149,4075,1649,1332,1982,1334,1929,2858,1980,1639,2073
FBtr0356584,3072,7912,7257,10774,10618,10765,13255,8709,13184,12280,5269
FBtr0356585,9818,13273,10174,12216,13785,20339,14795,10204,14342,14477,17480
FBtr0356582,3323,1010,2203,1981,3451,1788,3310,777,1121,687,3773
FBtr0356583,6712,6300,6903,5481,5140,5658,8737,6461,8849,5075,4434
FBtr0356580,4244,4630,3749,3565,3652,2877,6505,4799,6321,3600,3500
FBtr0356581,204,142,134,97,93,59,242,151,221,85,80
FBtr0220618,2,0,0,0,0,3,0,0,5,0,5
FBtr0220619,2573,2816,2551,2201,3023,2383,2639,2000,2667,2318,2049
FBtr0220615,1240,1309,1106,1049,1109,978,1454,1243,1619,1129,1074
FBtr0220616,2053,2165,1898,1594,1734,1368,2582,2248,2697,1255,1368
FBtr0220617,2235,2485,1968,599,432,439,3250,2338,2969,575,458
FBtr0351914,667,665,831,703,887,641,1083,729,1199,573,695
FBtr0351915,5,20,15,4,13,0,0,6,20,0,5
FBtr0351916,410,277,402,102,174,90,297,144,462,162,40
FBtr0351917,0,0,0,0,0,0,0,0,0,0,0
FBtr0351910,6,12,8,2,0,12,12,8,16,5,0
FBtr0351911,1480,1790,1676,1192,1221,1199,1693,1428,1857,1361,781
FBtr0351912,0,0,0,0,0,0,0,0,0,0,0
FBtr0351913,143,153,69,155,191,338,2,144,249,117,184
FBtr0351918,0,0,4,5,0,5,9,0,16,4,0
FBtr0351919,3898,6166,5869,3738,2691,2963,4135,5136,8039,3220,4087
FBtr0222616,47590,41138,38637,47792,51133,37426,63374,47324,56385,41643,45602
FBtr0222614,1481,1657,1349,1455,1342,1209,2100,1583,2140,1324,1405
FBtr0222615,2389,2261,2171,2225,2035,1527,3681,2838,3402,1855,2104
FBtr0222618,2250,1925,1879,2322,2129,1805,2921,1971,3024,2103,2118
FBtr0225663,4383,5054,4432,4917,4858,4417,6538,5188,6790,4429,4562
FBtr0218214,0,0,1,0,0,0,0,1,0,0,0
FBtr0218213,0,0,0,0,0,0,0,0,0,0,0
FBtr0218212,8683,10030,9467,8702,9222,8756,12551,9628,13027,8870,9161
FBtr0218219,2522,3184,2656,2566,3003,2832,3347,2549,3542,2454,2292
FBtr0218218,2549,2237,2043,2644,2597,2091,3567,2552,3096,2362,2258
FBtr0220494,82,131,455,377,478,223,783,381,226,322,183
FBtr0224078,0,23,5,6,13,8,10,16,5,16,26
FBtr0224131,0,0,0,0,5,8,15,0,9,0,4
FBtr0224132,28128,27335,24738,29542,34095,29656,35129,27770,33199,26271,26846
FBtr0221576,1836,1590,1295,1313,1558,1201,1974,1447,2115,1330,1196
FBtr0221577,2594,2910,2242,2169,2254,2034,3433,2271,3139,2288,1992
FBtr0221574,104,53,57,61,41,44,75,99,95,65,34
FBtr0221575,343,284,335,382,283,265,418,349,386,411,482
FBtr0210679,12,31,25,12,18,14,33,15,42,7,17
FBtr0210678,33,28,0,19,35,13,29,45,36,36,50
FBtr0210671,170,209,49,199,105,69,59,107,131,73,151
FBtr0210672,0,194,197,0,0,159,0,39,44,14,0
FBtr0210675,0,2,0,0,0,0,0,0,11,6,0
FBtr0214563,28,16,32,6,0,0,4,0,23,12,8
FBtr0218661,515,591,448,887,851,615,703,609,775,917,910
FBtr0218848,0,0,0,0,0,0,0,0,0,0,0
FBtr0211108,0,0,0,0,10,3,0,0,0,7,8
FBtr0211100,0,0,0,0,0,0,0,0,0,0,0
FBtr0211102,353,248,198,442,517,400,348,248,230,449,532
FBtr0211104,24,6,7,0,4,0,13,3,20,9,5
FBtr0211105,0,26,0,0,0,3,14,0,0,0,0
FBtr0211106,0,0,0,0,0,0,0,0,0,0,0
FBgn0187486,8,5,4,7,11,13,4,12,24,8,12
FBtr0363492,3571,1535,1338,5495,721,4010,6270,4119,6551,5533,3703
FBtr0363493,0,0,0,0,0,0,0,0,0,0,0
FBtr0348462,75,74,31,507,63,39,811,36,44,174,47
FBtr0348463,559,37,393,242,451,318,268,15,10,2,248
FBtr0348460,0,0,0,0,0,0,0,0,0,0,0
FBtr0348461,0,0,0,0,0,0,0,0,0,0,0
FBtr0348466,12,8,39,16,0,0,8,24,35,8,0
FBtr0348467,7,8,0,0,9,12,4,0,4,0,5
FBtr0348464,5133,4995,4769,5052,5022,4415,6813,5076,6735,4741,4446
FBtr0348465,11,6,4,0,0,0,11,12,16,0,12
FBtr0363498,0,0,3,0,0,0,0,0,0,3,0
FBtr0348468,184,100,0,225,567,387,126,118,1,0,361
FBtr0348469,2244,2184,1845,1867,2098,1513,2958,2180,2956,1738,1736
FBtr0360612,38,0,0,0,0,0,4,0,0,0,0
FBgn0268493,108,139,167,51,124,138,107,132,51,213,97
FBtr0223679,894,722,673,1053,1001,905,1103,875,1133,924,929
FBtr0361042,1676,1894,1440,1488,1451,1316,2226,1961,2173,1374,1389
FBtr0360176,40,3,38,3,14,12,60,25,37,6,12
FBtr0360177,5,0,0,0,0,0,0,0,0,0,0
FBtr0360174,37,5,6,33,5,44,5,6,1,45,10
FBtr0360175,7365,9370,8228,7565,8775,10436,9317,7507,9820,7625,6543
FBtr0360172,1568,1586,1196,1196,1239,1082,1790,1323,1935,1215,1102
FBtr0360173,0,0,0,0,0,0,0,0,0,0,0
FBtr0360170,61,46,65,8,27,14,71,32,60,25,18
FBtr0360171,5,0,0,8,8,0,0,0,0,0,0
FBtr0360178,6564,6766,3385,4838,9383,5181,3132,5750,1304,2632,2730
FBtr0360179,0,0,0,0,0,0,0,0,0,0,0
FBtr0359811,1,0,0,0,0,0,0,0,0,0,0
FBtr0359810,128,119,132,151,123,313,133,147,22,116,164
FBtr0359813,0,67,27,31,0,30,24,0,0,0,25
FBtr0359812,265,221,26,59,85,64,167,59,110,143,124
FBtr0359815,408,358,392,328,247,497,430,865,20,621,415
